WA,WA_Name,plan_code,Issue Date,cntrct_code,app_recvd_date,annual_premium,issue_state,policy_nbr,paid_to_date,first_name,last_name,insured_address,insured_city,zip,draft_date,coverage_amount,Mode,tobacco,insured_ssn_last4,agent_first_name,agent_last_name,agent_email,insured_email,insured_phone_no,Contract Reason,Contract Date,Term Date,last_premium_applied,billing_method,gender
LCP4BAOG,CHRIS ALLEN,WL10R TX,20250611,A,20250608,1505.81,AZ,GTL3276260J,20250807,Amanda,Lewis,3111 MAIN ST,Tucson,56893,20250818,10000,Annual,N,7045,Chris,Allen,chris.allen9@insurancecorp.com,AMANDALEWIS29@email.com,8003518638,Check Returned,20250611,20250615,20250620,PAC,F
ER4QEBG8,GRACE WILSON,WL12S PA,20241221,R,20241013,3850.94,PA,GTL2589881K,20250722,Kevin,Rodriguez,9251 OAK ST,Philadelphia,54376,,8000,Annual,N,6520,Grace,Wilson,grace.wilson1@insurancecorp.com,KEVINRODRIGUEZ99@email.com,8003482818,NSF,20241221,20250710,20250625,MAIL,M
4V2N0B4D,ANDREW MARTINEZ,LIF20 AZ,20210417,C,20210203,1723.2,TX,GTL8273789T,20210828,Chloe,Davis,9402 MAPLE ST,Austin,26651,,50000,Quarterly,N,8481,Andrew,Martinez,andrew.martinez9@insurancecorp.com,CHLOEDAVIS53@email.com,8004799287,Check Returned,20210417,20210423,20210802,PAC,F
QHN4HFUV,MATTHEW HARRIS,PUL99 WA,20231201,A,20231113,3201.9,PA,GTL4020755B,20240402,David,Lee,5801 MAIN ST,Harrisburg,93365,,50000,Annual,Y,5802,Matthew,Harris,matthew.harris8@insurancecorp.com,DAVIDLEE18@email.com,8006980192,CONV,20231201,,20240306,DIR,M
2FEIPAN0,DAVID WHITE,UL05G CA,20241226,R,20241011,2079.11,MI,GTL9336907W,20250611,Ryan,Davis,9186 ELM ST,Grand Rapids,95921,,50000,Annual,Y,7452,David,White,david.white4@insurancecorp.com,RYANDAVIS45@email.com,8003302775,RERAT,20241226,,20250505,CHECK,M
9AI0NLNO,ROBERT WILLIAMS,WL12S PA,20250211,R,20241202,2314.72,FL,GTL6742652A,20250514,Matthew,Brown,3338 ELM ST,Jacksonville,84585,,100000,Quarterly,N,2673,Robert,Williams,robert.williams3@insurancecorp.com,MATTHEWBROWN81@email.com,8003078373,LP,20250211,,20250406,MAIL,F
W5HC2FNR,ANDREW LEE,WL12G PA,20240910,T,20240620,543.65,IL,GTL8062293T,20250105,Elizabeth,Davis,9110 PINE ST,Rockford,29226,,8000,Semi-Annual,Y,6305,Andrew,Lee,andrew.lee2@insurancecorp.com,ELIZABETHDAVIS94@email.com,8009792264,,20240910,,20241121,CHECK,F
0VG7V2SV,DAVID TAYLOR,WL10R TX,20241018,C,20240904,3339.8,PA,GTL9751820R,20250326,Megan,Smith,8792 MAIN ST,Philadelphia,60145,20250323,5000,Monthly,N,5090,David,Taylor,david.taylor3@insurancecorp.com,MEGANSMITH15@email.com,8009468304,Cancelled,20241018,20241110,20250315,PAC,M
EDQL4M0N,AMANDA SMITH,LIF20 AZ,20240104,A,20231106,1643.87,NY,GTL3035906N,20240107,Amanda,Taylor,2874 OAK ST,Albany,52913,,25000,Semi-Annual,N,5408,Amanda,Smith,amanda.smith3@insurancecorp.com,AMANDATAYLOR39@email.com,8004255635,LP,20240104,,20231125,DIR,F
2T66W6WE,WILLIAM RODRIGUEZ,PUL99 WA,20260223,C,20251219,1145.45,NJ,GTL9652885U,20261124,Kevin,Lee,5139 PINE ST,Paterson,91318,,10000,Annual,N,9163,William,Rodriguez,william.rodriguez6@insurancecorp.com,KEVINLEE89@email.com,8007620971,N/A,20260223,,20261118,CHECK,F
ZPYT39EI,JAMES WALKER,WL10R TX,20241228,C,20241012,1380.52,AZ,GTL8876886P,20250617,Victoria,Clark,134 ELM ST,Phoenix,22360,,8000,Annual,N,5528,James,Walker,james.walker5@insurancecorp.com,VICTORIACLARK59@email.com,8001109032,Cancelled,20241228,20250103,20250418,DIR,M
46WDFTKK,JAMES MILLER,SP500 FL,20231021,A,20230815,3134.71,TX,GTL9489254U,20240106,Nicole,Walker,137 PINE ST,Austin,91221,,5000,Semi-Annual,Y,8815,James,Miller,james.miller6@insurancecorp.com,NICOLEWALKER43@email.com,8002052848,NSF,20231021,20231021,20231224,DIR,M
UYM1ZNGG,AMANDA YOUNG,WL12G PA,20201207,T,20200915,2003.25,MA,GTL4078353O,20210730,Michael,Rodriguez,8647 MAPLE ST,Boston,75377,,10000,Annual,Y,6419,Amanda,Young,amanda.young5@insurancecorp.com,MICHAELRODRIGUEZ16@email.com,8003254063,Cancelled,20201207,20201207,20210617,CHECK,F
NFLM6G1L,DAVID LEE,WL12G PA,20251122,R,20251107,4465.33,NY,GTL9163683S,20251205,Melissa,Miller,880 OAK ST,Rochester,34823,20251204,12000,Annual,Y,2902,David,Lee,david.lee2@insurancecorp.com,MELISSAMILLER45@email.com,8008474256,Check Returned,20251122,20251122,20251016,PAC,F
XFWKIMYR,VICTORIA WALKER,PUL99 WA,20230310,R,20230103,4035.8,CA,GTL4524498C,20240225,Lauren,Allen,3678 MAPLE ST,San Francisco,06819,20240217,25000,Quarterly,N,6147,Victoria,Walker,victoria.walker3@insurancecorp.com,LAURENALLEN27@email.com,8004742985,RERAT,20230310,,20231231,MAIL,M
0YPW3J28,GRACE CLARK,WL10R TX,20240126,R,20240120,983.33,MI,GTL6210836X,20241206,Brian,Davis,2535 OAK ST,Detroit,58991,,12000,Monthly,N,1309,Grace,Clark,grace.clark4@insurancecorp.com,BRIANDAVIS39@email.com,8005264626,NSF,20240126,20240126,20241024,MAIL,F
2EQC3K4K,MEGAN RODRIGUEZ,UL05G CA,20220215,R,20211124,3074.68,CA,GTL0441173J,20221124,Brian,Hernandez,5109 OAK ST,San Jose,25446,20221203,10000,Quarterly,Y,8581,Megan,Rodriguez,megan.rodriguez6@insurancecorp.com,BRIANHERNANDEZ88@email.com,8005252416,Check Returned,20220215,20221216,20221023,MAIL,F
E4NGBAAM,NICOLE GARCIA,SP500 FL,20231129,A,20231013,1961.68,OH,GTL6863652W,20240525,Megan,Miller,7156 MAPLE ST,Columbus,86342,,8000,Annual,Y,7005,Nicole,Garcia,nicole.garcia6@insurancecorp.com,MEGANMILLER86@email.com,8000818184,REI,20231129,,20240417,MAIL,M
FFLI4AKC,MATTHEW THOMPSON,UL05G CA,20211209,T,20210920,4712.83,NY,GTL6462053R,20220212,Ashley,Jones,8457 MAPLE ST,New York,23991,,8000,Monthly,Y,3511,Matthew,Thompson,matthew.thompson6@insurancecorp.com,ASHLEYJONES89@email.com,8003890776,NSF,20211209,20211228,20220202,PAC,M
H4E73JID,RYAN DAVIS,WL10R TX,20240401,T,20240118,808.1,WA,GTL5120813F,20241010,Emily,Harris,493 ELM ST,Seattle,65972,,25000,Semi-Annual,N,3164,Ryan,Davis,ryan.davis2@insurancecorp.com,EMILYHARRIS49@email.com,8002501157,Cancelled,20240401,20240401,20240924,PAC,M
Z73IIKSD,WILLIAM MILLER,WL12S PA,20230112,R,20221121,1310.34,MA,GTL1099302D,20230907,Elizabeth,Anderson,8330 MAIN ST,Worcester,40829,,5000,Monthly,Y,0156,William,Miller,william.miller8@insurancecorp.com,ELIZABETHANDERSON56@email.com,8001445725,Check Returned,20230112,20230116,20230728,PAC,M
XFOOPS02,LAUREN THOMAS,PUL99 WA,20241004,T,20240716,3493.02,AZ,GTL2308945G,20241007,Emily,Thomas,4550 PINE ST,Tucson,16835,20241014,8000,Annual,Y,3633,Lauren,Thomas,lauren.thomas7@insurancecorp.com,EMILYTHOMAS43@email.com,8003162484,Cancelled,20241004,20241004,20240923,PAC,M
49VMCYLE,WILLIAM HARRIS,SP500 FL,20210526,C,20210324,3974.41,NC,GTL6228597T,20210926,Michael,Allen,9273 ELM ST,Durham,31917,20211009,100000,Annual,Y,3212,William,Harris,william.harris5@insurancecorp.com,MICHAELALLEN18@email.com,8007013484,Cancelled,20210526,20210628,20210923,CHECK,F
N7VAFCEG,ANDREW ANDERSON,WL12S PA,20220623,R,20220416,1540.91,MA,GTL9668321T,20221118,Andrew,Wilson,4679 MAPLE ST,Springfield,82242,,12000,Quarterly,Y,3482,Andrew,Anderson,andrew.anderson4@insurancecorp.com,ANDREWWILSON22@email.com,8006848348,Credit Card Declined,20220623,20221219,20221013,MAIL,F
WH3CSRM6,ROBERT TAYLOR,WL10R TX,20250924,C,20250629,918.61,WA,GTL9024192K,20260213,Henry,Thompson,860 ELM ST,Seattle,34769,20260226,8000,Annual,N,5645,Robert,Taylor,robert.taylor6@insurancecorp.com,HENRYTHOMPSON43@email.com,8008791257,CONV,20250924,,20260110,CHECK,F
XFM1D64F,BRIAN HALL,SP500 FL,20241026,C,20240820,3422.41,CO,GTL4918805D,20250705,Nicole,Brown,4302 ELM ST,Denver,40740,,10000,Semi-Annual,Y,0510,Brian,Hall,brian.hall8@insurancecorp.com,NICOLEBROWN34@email.com,8007000281,Cancelled,20241026,20241209,20250615,CHECK,M
I66LEA7Q,JESSICA SMITH,WL10R TX,20231003,R,20230916,1772.75,MI,GTL6888588O,20240720,Emily,Hall,7549 MAIN ST,Sterling Heights,69303,,12000,Annual,Y,2534,Jessica,Smith,jessica.smith5@insurancecorp.com,EMILYHALL76@email.com,8008254645,NSF,20231003,20231003,20240524,CHECK,M
7JBROLV7,HENRY WILSON,PUL99 WA,20250726,A,20250510,2659.5,IL,GTL7317799L,20251211,Lauren,Williams,3137 MAIN ST,Peoria,38225,,50000,Monthly,N,0256,Henry,Wilson,henry.wilson1@insurancecorp.com,LAURENWILLIAMS45@email.com,8006368094,Check Returned,20250726,20250804,20251023,PAC,M
U3KCTYN9,WILLIAM MOORE,PUL99 WA,20231017,C,20230812,1268.2,TX,GTL6498945S,20240907,Ryan,Rodriguez,9612 PINE ST,Houston,45749,20240906,12000,Annual,Y,4701,William,Moore,william.moore1@insurancecorp.com,RYANRODRIGUEZ10@email.com,8005840417,Cancelled,20231017,20240519,20240808,CHECK,M
X1Q80FYX,JANE MOORE,SP500 FL,20240508,C,20240209,2635.3,NJ,GTL1791224W,20250323,Jane,Smith,7113 ELM ST,Jersey City,71630,20250310,12000,Monthly,N,8701,Jane,Moore,jane.moore9@insurancecorp.com,JANESMITH61@email.com,8000052173,Cancelled,20240508,20240616,20250316,MAIL,M
4NPAGKBT,MEGAN THOMPSON,LIF20 AZ,20251228,R,20251120,3936.17,NY,GTL0307570A,20260531,Sarah,Garcia,1775 ELM ST,Rochester,15629,,12000,Annual,Y,8222,Megan,Thompson,megan.thompson7@insurancecorp.com,SARAHGARCIA97@email.com,8009557853,,20251228,,20260516,DIR,M
6HNZBCJQ,JAMES LEWIS,SP500 FL,20240108,T,20231129,1443.01,TX,GTL6108525S,20240207,David,Jackson,721 OAK ST,Dallas,58834,,100000,Semi-Annual,Y,1149,James,Lewis,james.lewis2@insurancecorp.com,DAVIDJACKSON53@email.com,8007895958,Cancelled,20240108,20240530,20240203,DIR,M
NZW4TH6H,ANDREW WILLIAMS,UL05G CA,20220802,T,20220712,4284.41,WA,GTL8269412I,20230328,Victoria,Wilson,3292 PINE ST,Seattle,85054,20230406,5000,Monthly,Y,0861,Andrew,Williams,andrew.williams6@insurancecorp.com,VICTORIAWILSON72@email.com,8002786695,Check Returned,20220802,20221003,20230316,DIR,M
J2JG2N3X,GEORGE LOPEZ,TRM20 NY,20250308,T,20250119,1304.99,CO,GTL9769807X,20260217,David,Lopez,3727 PINE ST,Aurora,56101,,25000,Quarterly,N,3245,George,Lopez,george.lopez4@insurancecorp.com,DAVIDLOPEZ46@email.com,8009826231,NSF,20250308,20250517,20251229,DIR,F
LKZ88385,CHLOE MOORE,WL12S PA,20230707,A,20230416,576.0,OH,GTL3392993X,20231231,Lauren,Moore,5165 PINE ST,Toledo,65966,,25000,Monthly,N,4942,Chloe,Moore,chloe.moore6@insurancecorp.com,LAURENMOORE50@email.com,8003564362,Credit Card Declined,20230707,20230707,20231208,DIR,F
95B1WIMM,ASHLEY JACKSON,PUL99 WA,20211221,A,20211003,2032.52,PA,GTL2320731A,20220716,Grace,Thompson,4059 MAPLE ST,Philadelphia,81163,,10000,Annual,Y,7634,Ashley,Jackson,ashley.jackson4@insurancecorp.com,GRACETHOMPSON37@email.com,8001876173,NSF,20211221,20221111,20220623,DIR,M
B1EP986D,EMILY GARCIA,WL12G PA,20241110,T,20241027,1593.45,AZ,GTL5902652U,20250226,Amanda,Anderson,1756 MAIN ST,Mesa,30627,20250306,10000,Semi-Annual,N,4185,Emily,Garcia,emily.garcia2@insurancecorp.com,AMANDAANDERSON35@email.com,8008485349,LP,20241110,,20250205,PAC,F
1KFC1RPJ,JAMES LOPEZ,WL12G PA,20260204,C,20260112,1076.26,NJ,GTL2901902S,20260401,Daniel,Scott,7772 ELM ST,Paterson,30575,,10000,Annual,Y,0413,James,Lopez,james.lopez8@insurancecorp.com,DANIELSCOTT31@email.com,8004583885,,20260204,,20260316,CHECK,F
2U0VJB08,WILLIAM JOHNSON,WL12G PA,20251011,A,20250722,1151.53,FL,GTL4130707U,20261006,Robert,White,3800 ELM ST,Miami,79173,,50000,Monthly,Y,3335,William,Johnson,william.johnson9@insurancecorp.com,ROBERTWHITE79@email.com,8000060403,Cancelled,20251011,20251130,20261002,CHECK,M
CX9FPP5M,SARAH WILLIAMS,WL10R TX,20230121,T,20221201,1478.63,IL,GTL4211631F,20230218,William,Taylor,9265 ELM ST,Peoria,21857,,12000,Quarterly,Y,1932,Sarah,Williams,sarah.williams3@insurancecorp.com,WILLIAMTAYLOR24@email.com,8009915373,LP,20230121,,20230208,PAC,F
S8RMXUIX,RYAN CLARK,SP500 FL,20241024,C,20240726,1275.41,PA,GTL9032597D,20250610,Ryan,Williams,1203 OAK ST,Jim Thorpe,70797,,8000,Annual,N,8838,Ryan,Clark,ryan.clark4@insurancecorp.com,RYANWILLIAMS91@email.com,8003481138,LP,20241024,,20250429,DIR,F
KI63NSQN,WILLIAM WHITE,WL12G PA,20241210,R,20241019,3544.75,OH,GTL9138750M,20241228,Melissa,Allen,4555 PINE ST,Toledo,75132,,8000,Monthly,N,4509,William,White,william.white8@insurancecorp.com,MELISSAALLEN13@email.com,8009857544,Account Closed,20241210,20250103,20241205,DIR,M
6GQ4M287,DANIEL MILLER,UL05G CA,20240307,T,20240103,1937.93,GA,GTL5267298X,20250111,Jane,White,6091 MAPLE ST,Columbus,54023,,8000,Quarterly,Y,0146,Daniel,Miller,daniel.miller3@insurancecorp.com,JANEWHITE51@email.com,8009402635,RERAT,20240307,,20241219,DIR,M
IU7APL9K,DAVID HALL,TRM20 NY,20240825,A,20240720,4372.19,CO,GTL3358463K,20250324,Kevin,Lopez,1692 OAK ST,Colorado Springs,35718,,50000,Semi-Annual,N,9741,David,Hall,david.hall9@insurancecorp.com,KEVINLOPEZ67@email.com,8007203072,Cancelled,20240825,20240915,20250124,MAIL,F
2UY49X0Y,MICHAEL RODRIGUEZ,WL10R TX,20240327,A,20240318,690.71,CA,GTL2626799F,20250326,Ryan,Young,7648 MAPLE ST,San Francisco,84292,,10000,Quarterly,Y,3200,Michael,Rodriguez,michael.rodriguez1@insurancecorp.com,RYANYOUNG67@email.com,8007354326,Cancelled,20240327,20240909,20250307,MAIL,M
208SAOZL,JAMES CLARK,WL10R TX,20260115,T,20251221,4205.94,WA,GTL5577398V,20260718,Jessica,Garcia,2136 MAIN ST,Seattle,42080,,50000,Semi-Annual,Y,8753,James,Clark,james.clark4@insurancecorp.com,JESSICAGARCIA72@email.com,8007580080,N/A,20260115,,20260526,PAC,M
WCF9OMP8,SOPHIA ALLEN,LIF20 AZ,20240310,A,20231225,4900.96,TX,GTL5551241T,20250215,Amanda,Miller,4349 MAPLE ST,San Antonio,27325,,25000,Annual,N,0449,Sophia,Allen,sophia.allen5@insurancecorp.com,AMANDAMILLER66@email.com,8005707084,Cancelled,20240310,20240310,20250123,MAIL,M
094IPRU7,LAUREN SMITH,WL10R TX,20220705,T,20220629,2596.76,CA,GTL4364447C,20221213,David,Allen,2817 MAIN ST,Los Angeles,53600,,100000,Annual,Y,0370,Lauren,Smith,lauren.smith7@insurancecorp.com,DAVIDALLEN76@email.com,8006148669,,20220705,,20221126,PAC,F
AM3GZTA1,MEGAN SMITH,SP500 FL,20210101,T,20201013,4658.34,CA,GTL3919238X,20211029,Robert,Clark,4670 MAIN ST,San Jose,00575,,50000,Annual,N,9217,Megan,Smith,megan.smith6@insurancecorp.com,ROBERTCLARK80@email.com,8001519565,N/A,20210101,,20210916,CHECK,F
LNXFTHQC,ASHLEY HERNANDEZ,PUL99 WA,20250429,A,20250324,1051.25,NY,GTL5491817Z,20251115,Melissa,White,1786 PINE ST,Albany,59390,20251126,25000,Quarterly,N,9210,Ashley,Hernandez,ashley.hernandez2@insurancecorp.com,MELISSAWHITE47@email.com,8001649383,Cancelled,20250429,20250623,20250927,CHECK,M
VYX8FI82,AMANDA GARCIA,TRM20 NY,20250621,T,20250410,717.55,FL,GTL0471044O,20260530,Melissa,Harris,9432 MAIN ST,Tampa,17400,,50000,Semi-Annual,N,8693,Amanda,Garcia,amanda.garcia2@insurancecorp.com,MELISSAHARRIS90@email.com,8006936395,NSF,20250621,20250621,20260414,PAC,M
2L95GXQA,ASHLEY THOMPSON,WL10R TX,20221023,C,20220930,3877.42,CO,GTL9647772A,20230621,Ryan,Johnson,6992 OAK ST,Colorado Springs,67165,,8000,Semi-Annual,N,1645,Ashley,Thompson,ashley.thompson3@insurancecorp.com,RYANJOHNSON22@email.com,8003236980,CONV,20221023,,20230605,DIR,F
UJ7E38OC,WILLIAM LEWIS,WL12S PA,20230803,R,20230630,1022.81,NC,GTL4483584B,20231116,Jane,Scott,1621 OAK ST,Greensboro,71664,,12000,Quarterly,N,6626,William,Lewis,william.lewis8@insurancecorp.com,JANESCOTT12@email.com,8006462033,Check Returned,20230803,20230910,20231012,DIR,M
FWS2SVFE,DAVID HERNANDEZ,WL12S PA,20251202,A,20251011,3074.37,OH,GTL8762269B,20260714,Chris,Moore,415 PINE ST,Cincinnati,21749,20260718,100000,Quarterly,Y,5188,David,Hernandez,david.hernandez4@insurancecorp.com,CHRISMOORE82@email.com,8008394169,LP,20251202,,20260623,PAC,F
QR0Q4OU7,GRACE RODRIGUEZ,PUL99 WA,20250206,T,20241124,1939.87,MA,GTL8406798O,20260112,Jane,Clark,4208 MAIN ST,Boston,54758,,8000,Semi-Annual,N,2836,Grace,Rodriguez,grace.rodriguez7@insurancecorp.com,JANECLARK28@email.com,8001737976,Credit Card Declined,20250206,20250206,20251123,CHECK,F
N4SEFKPE,ELIZABETH LEWIS,LIF20 AZ,20241021,R,20240906,2067.18,IL,GTL2874221R,20250906,James,Jones,8314 MAIN ST,Peoria,08554,,100000,Quarterly,Y,7330,Elizabeth,Lewis,elizabeth.lewis5@insurancecorp.com,JAMESJONES54@email.com,8008483353,Cancelled,20241021,20241208,20250805,PAC,F
ZVAFJLPI,RYAN MARTIN,SP500 FL,20220613,R,20220525,574.56,GA,GTL6920938Z,20220730,Brian,Young,2524 MAPLE ST,Augusta,53413,,50000,Quarterly,N,3569,Ryan,Martin,ryan.martin9@insurancecorp.com,BRIANYOUNG52@email.com,8008695082,,20220613,,20220702,CHECK,F
MXKTWR3Y,WILLIAM SCOTT,WL12G PA,20250927,T,20250913,4554.47,CA,GTL0517945M,20251020,Ashley,Scott,5011 PINE ST,San Jose,43163,,12000,Semi-Annual,Y,8127,William,Scott,william.scott4@insurancecorp.com,ASHLEYSCOTT51@email.com,8005256653,Check Returned,20250927,20251013,20250922,MAIL,F
97GCHWA7,DANIEL HARRIS,WL12S PA,20240417,R,20240211,1983.23,PA,GTL6758155I,20240908,Andrew,Hernandez,1182 PINE ST,Pittsburgh,35781,,25000,Monthly,N,9533,Daniel,Harris,daniel.harris2@insurancecorp.com,ANDREWHERNANDEZ49@email.com,8001554977,LP,20240417,,20240831,PAC,F
CW65OIXQ,ASHLEY JOHNSON,WL12G PA,20230910,A,20230830,4816.73,GA,GTL7417910L,20231003,Victoria,Walker,112 ELM ST,Augusta,46014,20231016,50000,Semi-Annual,Y,8496,Ashley,Johnson,ashley.johnson6@insurancecorp.com,VICTORIAWALKER96@email.com,8006669347,Account Closed,20230910,20231001,20231002,PAC,M
HJUXD9GE,GEORGE YOUNG,TRM20 NY,20241229,T,20241025,1286.57,CO,GTL2675772P,20250304,Brian,Moore,7991 MAIN ST,Denver,27042,20250310,50000,Monthly,N,7760,George,Young,george.young5@insurancecorp.com,BRIANMOORE48@email.com,8006374344,N/A,20241229,,20250111,CHECK,M
SAD4AY09,MICHAEL GARCIA,PUL99 WA,20220326,T,20220206,3615.73,NC,GTL1725233D,20220817,William,Davis,9055 ELM ST,Charlotte,19547,,100000,Quarterly,Y,4883,Michael,Garcia,michael.garcia4@insurancecorp.com,WILLIAMDAVIS96@email.com,8001113389,,20220326,,20220703,CHECK,F
0JW7MZVC,MATTHEW LOPEZ,WL10R TX,20260116,A,20260114,4494.8,NY,GTL8206262C,20260708,Lauren,Lewis,1711 OAK ST,Rochester,80171,20260716,5000,Annual,N,9182,Matthew,Lopez,matthew.lopez5@insurancecorp.com,LAURENLEWIS74@email.com,8006659499,N/A,20260116,,20260619,MAIL,M
J5P5OTHA,AMANDA MARTINEZ,WL12S PA,20250921,T,20250723,4861.11,PA,GTL1810433W,20260308,Grace,Williams,5736 ELM ST,Harrisburg,73557,,8000,Semi-Annual,Y,7061,Amanda,Martinez,amanda.martinez8@insurancecorp.com,GRACEWILLIAMS20@email.com,8003241144,Credit Card Declined,20250921,20251021,20260123,DIR,F
AC9QCCUM,GEORGE LEE,SP500 FL,20250531,T,20250524,4728.66,WA,GTL1313997P,20260312,Jessica,Anderson,3617 MAIN ST,Seattle,48877,,10000,Quarterly,N,4216,George,Lee,george.lee6@insurancecorp.com,JESSICAANDERSON82@email.com,8009124481,CONV,20250531,,20260305,MAIL,F
R1Q259DY,JANE LEE,WL12G PA,20250508,T,20250211,1963.39,NY,GTL8707854W,20250731,Brian,Harris,7573 PINE ST,New York,33804,,50000,Semi-Annual,Y,5221,Jane,Lee,jane.lee5@insurancecorp.com,BRIANHARRIS15@email.com,8004371416,Check Returned,20250508,20250508,20250701,MAIL,M
K5Q940F4,JOHN DAVIS,SP500 FL,20230714,C,20230607,1524.48,PA,GTL8317710S,20240605,Jane,Allen,5361 MAIN ST,Philadelphia,40649,,8000,Annual,Y,5915,John,Davis,john.davis4@insurancecorp.com,JANEALLEN28@email.com,8001876341,REI,20230714,,20240528,DIR,F
5DVI7K01,KEVIN LEE,WL12G PA,20240706,T,20240508,2932.4,MI,GTL6304110A,20240814,Ashley,Anderson,4751 OAK ST,Sterling Heights,45967,,8000,Monthly,Y,9903,Kevin,Lee,kevin.lee5@insurancecorp.com,ASHLEYANDERSON31@email.com,8006830765,N/A,20240706,,20240809,DIR,M
RDD2B8SD,WILLIAM SCOTT,WL12G PA,20250619,T,20250617,2144.66,MA,GTL6194776J,20260423,Nicole,Hernandez,3610 MAPLE ST,Worcester,30271,20260414,5000,Annual,N,5585,William,Scott,william.scott8@insurancecorp.com,NICOLEHERNANDEZ83@email.com,8001728866,Check Returned,20250619,20250704,20260309,DIR,M
MY89VA59,JAMES JONES,SP500 FL,20250119,A,20250107,3292.44,FL,GTL3469079H,20250329,Andrew,Walker,7186 MAPLE ST,Miami,80534,,5000,Quarterly,Y,3120,James,Jones,james.jones6@insurancecorp.com,ANDREWWALKER96@email.com,8007710104,Check Returned,20250119,20250120,20250205,DIR,F
OETPIOUZ,WILLIAM ALLEN,UL05G CA,20230407,A,20230126,2858.65,AZ,GTL6245052E,20240119,Nicole,Rodriguez,1208 MAIN ST,Phoenix,52770,,100000,Monthly,N,7739,William,Allen,william.allen6@insurancecorp.com,NICOLERODRIGUEZ44@email.com,8007676287,Cancelled,20230407,20240115,20231222,PAC,M
XZG5JIIT,JOHN LOPEZ,PUL99 WA,20210205,R,20201206,3485.05,CA,GTL2198833R,20210727,Jessica,Lee,4242 MAPLE ST,San Francisco,13401,,12000,Quarterly,Y,5236,John,Lopez,john.lopez8@insurancecorp.com,JESSICALEE78@email.com,8001567519,Check Returned,20210205,20210205,20210611,PAC,M
KV1I3LPH,NICOLE HALL,SP500 FL,20230126,C,20230123,3405.95,MI,GTL3637255J,20230811,David,Taylor,1206 MAIN ST,Warren,45798,,100000,Monthly,N,5733,Nicole,Hall,nicole.hall3@insurancecorp.com,DAVIDTAYLOR78@email.com,8003745602,REI,20230126,,20230703,DIR,M
VSRUSOA9,LAUREN MARTINEZ,SP500 FL,20220602,R,20220314,646.62,NC,GTL6406401L,20221107,John,Brown,1860 OAK ST,Raleigh,99028,,12000,Quarterly,N,8610,Lauren,Martinez,lauren.martinez4@insurancecorp.com,JOHNBROWN13@email.com,8008766598,Cancelled,20220602,20220602,20220908,DIR,F
S9NTFO0Q,SARAH LOPEZ,TRM20 NY,20240521,T,20240428,2634.06,CA,GTL2510325I,20250421,John,Martinez,4683 MAPLE ST,San Diego,74188,,100000,Semi-Annual,Y,9581,Sarah,Lopez,sarah.lopez7@insurancecorp.com,JOHNMARTINEZ67@email.com,8000862554,NSF,20240521,20240613,20250418,PAC,M
6XYROAFS,DAVID BROWN,PUL99 WA,20260129,C,20260126,2919.54,NJ,GTL5444695S,20260726,David,Taylor,9322 MAPLE ST,Paterson,89302,20260721,25000,Annual,N,4483,David,Brown,david.brown5@insurancecorp.com,DAVIDTAYLOR84@email.com,8006932401,LP,20260129,,20260703,MAIL,M
K3V2TT6T,MEGAN MARTINEZ,WL12S PA,20240531,R,20240504,1418.49,OH,GTL3454225N,20240624,Henry,Brown,3788 ELM ST,Cincinnati,71174,20240703,8000,Quarterly,Y,6955,Megan,Martinez,megan.martinez3@insurancecorp.com,HENRYBROWN87@email.com,8003023635,,20240531,,20240513,DIR,M
R4IT3RC8,HENRY SMITH,WL10R TX,20230219,R,20221207,2452.82,NY,GTL1048087I,20231207,Robert,Lewis,1516 MAPLE ST,New York,39484,,50000,Monthly,N,3066,Henry,Smith,henry.smith9@insurancecorp.com,ROBERTLEWIS22@email.com,8007398650,Cancelled,20230219,20230219,20231201,MAIL,M
LQPHOMUM,EMILY ALLEN,WL12S PA,20251031,R,20250926,1117.83,TX,GTL3512182O,20260205,John,Rodriguez,8921 ELM ST,San Antonio,50433,20260124,12000,Semi-Annual,N,1341,Emily,Allen,emily.allen1@insurancecorp.com,JOHNRODRIGUEZ54@email.com,8009370393,Cancelled,20251031,20251031,20260107,DIR,M
H0ZOCQGX,VICTORIA HARRIS,WL10R TX,20221206,R,20221102,971.89,CO,GTL0689232U,20230627,Ryan,Johnson,5063 OAK ST,Aurora,03317,20230710,5000,Annual,Y,4196,Victoria,Harris,victoria.harris9@insurancecorp.com,RYANJOHNSON70@email.com,8005414027,Check Returned,20221206,20221210,20230616,CHECK,M
EJ3XPO51,HENRY DAVIS,WL10R TX,20220929,A,20220721,2906.95,PA,GTL4330970T,20230901,William,Williams,5777 MAPLE ST,Jim Thorpe,19888,,25000,Annual,Y,7162,Henry,Davis,henry.davis2@insurancecorp.com,WILLIAMWILLIAMS80@email.com,8003194469,NSF,20220929,20221008,20230729,DIR,F
T6DBLVZX,GEORGE HALL,LIF20 AZ,20231014,C,20230819,2978.53,MA,GTL4231574I,20240624,Sophia,Harris,1894 MAIN ST,Springfield,84750,,8000,Monthly,Y,6909,George,Hall,george.hall5@insurancecorp.com,SOPHIAHARRIS42@email.com,8000665848,NSF,20231014,20231014,20240622,DIR,M
